dataset_id,dataset_title,source_file,mode,task_id,plain_minmax,reask_minmax,delta,n_valid_scores,task,instruction,difficulty,metadata_skill,metadata_domain,shift_direction,original_difficulty,problem,subject,level,level_label,model,category,second_turn,primary_tag,secondary_tags,primary_group,wildbench_id,session_id
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,CRITICAL,36,0.0208333333333333,0.0416666666666666,0.0208333333333333,1,"In the following chess position, find a checkmate-in-one move.\n1. g3 d6 2. Bg2 c5 3. d3 b6 4. Nf3 Nc6 5. O-O Bb7 6. b3 f6 7. c4 e5 8. Bb2 Nge7 9. d4 Ng6 10. d5 Nce7 11. Nc3 Nf5 12. Qc2 Nd4 13. Nxd4 cxd4 14. Ne4 Be7 15. Qd3 O-O 16. e3 Qc7 17. exd4 Rad8 18. dxe5 dxe5 19. Kh1 Bd6 20. Rfc1 Ne7 21. c5 bxc5 22. Nxc5 Bxc5 23. Bd4 e4 24. Bxc5 exd3 25. Bxe7 Qxe7 26. Rc3 Qe2 27. Rf1 d2 28. Re3 Qxf1+ 29. Bxf1 d1=Q 30. Re2",0.0,expert level knowledge,"[""Logical Correctness"", ""Commonsense Understanding"", ""Completeness""]","[""Culture""]",high,easy,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,CRITICAL,37,0.8541666666666666,0.8958333333333334,0.04166666666666674,1,"Complete this code properly.\nCode: sets entity content as a parameter list . this method is mutually exclusive with #settext string , #setbinary byte , #setstream java.io.inputstream , #setserializable java.io.serializable , #setfile java.io.file methods . concode_field_sep File file concode_elem_sep boolean gzipCompress concode_elem_sep InputStream stream concode_elem_sep byte[] binary concode_elem_sep String contentEncoding concode_elem_sep boolean chunked concode_elem_sep String text concode_elem_sep List<NameValuePair> parameters concode_elem_sep Serializable serializable concode_elem_sep ContentType contentType concode_field_sep EntityBuilder setBinary concode_elem_sep String getContentEncoding concode_elem_sep boolean isGzipCompress concode_elem_sep EntityBuilder setStream concode_elem_sep String getText concode_elem_sep void clearContent concode_elem_sep EntityBuilder setContentEncoding concode_elem_sep EntityBuilder chunked concode_elem_sep EntityBuilder setSerializable concode_elem_sep File getFile concode_elem_sep Serializable getSerializable concode_elem_sep EntityBuilder setFile concode_elem_sep boolean isChunked concode_elem_sep EntityBuilder gzipCompress concode_elem_sep HttpEntity build concode_elem_sep List<NameValuePair> getParameters concode_elem_sep EntityBuilder create concode_elem_sep ContentType getContentType concode_elem_sep ContentType getContentOrDefault concode_elem_sep byte[] getBinary concode_elem_sep InputStream getStream concode_elem_sep EntityBuilder setContentType concode_elem_sep EntityBuilder setText",1.0,expert level knowledge,"[""Logical Robustness"", ""Logical Efficiency"", ""Comprehension""]","[""Coding""]",high,easy,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,CRITICAL,40,0.0,0.25,0.25,1,"In the following chess position, find a checkmate-in-one move.\n1. c4 e6 2. Nc3 Bb4 3. Ne4 d5 4. Ng3 dxc4 5. e4 Bd6 6. N1e2 Bxg3 7. Nxg3 Nf6 8. b3 cxb3 9. Qxb3 O-O 10. Ba3 Re8 11. d4 Nc6 12. Qc4 Qxd4 13. Qxd4 Nxd4 14. Bc5 Nc2+ 15. Kd2 Nxa1 16. Bd4 Rd8 17. Ne2 Nxe4+ 18. Kd3 Nxf2+ 19. Ke3 Nxh1 20. Ng3 Nxg3 21. hxg3 Nc2+ 22. Kd2 Nxd4 23. Ke3 Nc2+ 24. Kf4 e5+ 25. Kxe5 Re8+ 26. Kf4 Bd7 27. g4 Re7 28. g5 Rae8 29. a4 Re4+ 30. Kf3 Ne1+ 31. Kf2 R8e5 32. g6 Rf5+ 33. Kg3 Re6 34. Bc4 Rxg6+ 35. Kh3",0.25,expert level knowledge,"[""Commonsense Understanding"", ""Logical Correctness"", ""Metacognition""]","[""Culture""]",high,hard,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,CRITICAL,45,0.8333333333333334,0.875,0.04166666666666663,1,Complete this code properly.\nCode: returns an about : neterror uri with the unknownprotocolfound text as a parameter . concode_field_sep String MARKET_INTENT_URI_PACKAGE_PREFIX concode_elem_sep String[] NATIVE_EVENTS concode_elem_sep String EXTRA_BROWSER_FALLBACK_URL concode_elem_sep IntentHelper instance concode_elem_sep FragmentActivity activity concode_elem_sep String LOGTAG concode_elem_sep String UNKNOWN_PROTOCOL_URI_PREFIX concode_elem_sep String MALFORMED_URI_PREFIX concode_elem_sep JSONObject message concode_elem_sep String[] EVENTS concode_elem_sep String GENERIC_URI_PREFIX concode_field_sep IntentHelper init concode_elem_sep void openWebActivity concode_elem_sep void getHandlers concode_elem_sep void handleMessage concode_elem_sep void handleMessage concode_elem_sep void destroy concode_elem_sep void onActivityResult concode_elem_sep void open concode_elem_sep void openNoHandler concode_elem_sep void openForResult,1.0,expert level knowledge,"[""Logical Robustness"", ""Logical Efficiency"", ""Conciseness""]","[""Coding""]",high,easy,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,CRITICAL,46,0.8541666666666666,0.8958333333333334,0.04166666666666674,1,"Identify the physics formula that would be most useful for finding the answer to each of the following word problems.\n\nA long non-conducting cylinder has a charge density \u03c1 = \u03b1 * r, where \u03b1 = 6.44 C/m ^ 4 and r is in meters. Concentric around it is a hollow metallic cylindrical shell. What is the electric field at 1.252 cm from the central axis?",1.0,expert level knowledge,"[""Completeness"", ""Logical Correctness"", ""Factuality""]","[""Natural Science""]",high,easy,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,CRITICAL,47,0.0833333333333333,0.8958333333333334,0.8125000000000001,1,"In the following chess position, find a checkmate-in-one move.\n1. d3 d5 2. Bd2 Nf6 3. e3 e5 4. f4 e4 5. d4 Bd7 6. Be2 Bc6 7. Nc3 Bb4 8. h3 Bxc3 9. Bxc3 Qd6 10. Bg4 a5 11. a3 b5 12. Ne2 b4 13. axb4 axb4 14. Rxa8 Bxa8 15. Bd2 Bc6 16. Ng3 Bb5 17. Nf5 Qb6 18. Nxg7+ Kf8 19. Nf5 Rg8 20. Kf2 Nxg4+ 21. hxg4 Qg6 22. Rh4 Nd7 23. g3 Nf6 24. Qh1 Nxg4+ 25. Rxg4 Qxg4 26. Nh4 Qe2+ 27. Kg1 Qxd2 28. Qg2 Qxe3+ 29. Kh2 Qxd4 30. Nf5 Qxb2 31. Qh3 Qxc2+ 32. Kh1 Qd1+ 33. Kh2 Qe2+ 34. Kh1 Qf3+ 35. Kh2 Qf2+ 36. Kh1 Bf1 37. Qh6+ Ke8 38. Ng7+ Rxg7 39. Qxg7",1.0,expert level knowledge,"[""Commonsense Understanding"", ""Logical Correctness"", ""Comprehension""]","[""Culture""]",high,hard,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,CRITICAL,50,0.1041666666666666,0.7916666666666666,0.6875,1,"For the text below, a word may have been replaced to produce a potential hallucination. Read the text below, determine if there is a hallucination, and identify the word if one exists.\n\nin the mid - 1920s new imperial were producing 300 machines a month and continuing to expand the great depression of the early 1930s . like many manufacturers of the era , new imperial found it very difficult to maintain production through the 1930s and even bob foster ’ a win on a unit - construction machine in the 1936 isle of man tt ( the last time that great britain had a lightweight bicycle ) failed to lead to the much needed sales . after the tt win all 1937 machines were fitted with the same basic unit construction engine , although the case was modified so that there were separate slots within the frame for engine and frame . the engine was a 500 cubic centimetres cc ( 29 . 3 cu in ) overhead valve unit parallel twin with a single - cylinder engine . a range of different transmission systems options were offered the model 76 was available in either standard trim , with a hand operated six speed gearbox , or from 1937 as a de - luxe model , with a hand - operated twin - turbo . new imperial ceased production in 1937 , and sold the company to william smiths , founder of triumph and sons ltd . surviving photographs prove that limited production continued even after the company was liquidated , however , being sourced from spare parts right up to the outbreak of war , when a former director of new imperial , john walker , negotiated the sale of the company and shipped the machine to the triumph factory in bristol to return it to production for a short while and the model 76 was finally discontinued .",0.75,expert level knowledge,"[""Completeness"", ""Commonsense Understanding"", ""Factuality""]","[""Technology"", ""History""]",high,easy,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,CRITICAL,52,0.7083333333333334,0.9166666666666666,0.20833333333333326,1,"In the following chess position, find a checkmate-in-one move.\n1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. Be2 e6 5. d3 Bb4 6. Bd2 Bxc3 7. Bxc3 Qd5 8. Qd2 Nc6 9. Bf3 Qd8 10. O-O-O Nf6 11. Kb1 O-O 12. Qe3 a5 13. Qg5 h6 14. Qg3 b5 15. Bd2 b4 16. Bxh6 g6 17. Bg5 a4 18. Bxf6 Qxf6 19. Nh3 a3 20. b3",1.0,expert level knowledge,"[""Commonsense Understanding"", ""Logical Correctness"", ""Comprehension""]","[""Culture""]",high,easy,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,CRITICAL,56,0.2083333333333333,0.2708333333333333,0.06250000000000003,1,"In the following chess position, find a checkmate-in-one move.\n1. e4 e5 2. Nf3 Bc5 3. Nc3 Nf6 4. Nxe5 d6 5. Nf3 Ng4 6. d4 Bb6 7. h3 Nf6 8. Bg5 O-O 9. Nd5 Nbd7 10. Nxb6 axb6 11. e5 dxe5 12. dxe5 Qe8 13. Qe2 Nd5 14. c4 Nb4 15. a3 Na6 16. b4 c5 17. b5 Nc7 18. Qe3 Ne6 19. Bh4 Nd4 20. Nxd4 cxd4 21. Qxd4 Nxe5 22. Be2 Nc6 23. Qxb6 Be6 24. O-O Ne5 25. c5 Ng6 26. Bg3 f5 27. Bf3 Rb8 28. Rfe1 f4 29. Bh2 Rf6 30. Bd5 f3 31. Bxb8 Qxb8 32. Rxe6 fxg2 33.",1.0,expert level knowledge,"[""Commonsense Understanding"", ""Factuality"", ""Metacognition""]","[""Culture""]",high,hard,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,CRITICAL,57,0.5208333333333334,0.5625,0.04166666666666663,1,What is the current market cap of Apple?,0.75,expert level knowledge,"[""Commonsense Understanding"", ""Metacognition"", ""Readability""]","[""Social Science""]",high,hard,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,CRITICAL,58,0.1875,0.75,0.5625,1,Who is the author of Neglected Aspects of Sufi Study?,1.0,expert level knowledge,"[""Commonsense Understanding"", ""Logical Correctness"", ""Factuality""]","[""Humanities""]",high,easy,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,CRITICAL,59,0.7708333333333334,0.875,0.10416666666666663,1,Is it possible to prove that P=NP?,1.0,expert level knowledge,"[""Metacognition"", ""Factuality"", ""Comprehension""]","[""Math"", ""Coding""]",high,easy,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,CRITICAL,61,0.75,0.7708333333333334,0.02083333333333337,1,Cryptic crossword clue: solution woman had found is a turning point (9),1.0,expert level knowledge,"[""Comprehension"", ""Metacognition"", ""Insightfulness""]","[""Language""]",high,easy,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,CRITICAL,62,0.1875,0.3958333333333333,0.20833333333333331,1,"Cryptic crossword clue: type of deer about, and others you mentioned, on reflection (8)",0.75,expert level knowledge,"[""Comprehension"", ""Insightfulness"", ""Commonsense Understanding""]","[""Language""]",high,hard,,,,,,,,,,,,
chat_flask,FLASK (Chat),chat_flask_minmax_outputs\data\00_global_minmax_with_metadata.csv,CRITICAL,65,0.1041666666666666,0.6041666666666666,0.5,1,"In the following chess position, find a checkmate-in-one move.\n1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. Bg5 c6 5. g3 Be7 6. c5 O-O 7. Qd3 Re8 8. Bxf6 Bxf6 9. e4 dxe4 10. Qxe4 Qd5 11. Bd3 g6 12. O-O Qh5 13. g4 Qh6 14. h4 Bxh4 15. Nxh4 Qxh4 16. f3 Nd7 17. Nd2 Nf6 18. Qe3 e5 19. Rf2 Nxg4 20. fxg4 Qxg4+ 21. Rg2 Qe6 22. dxe5 Qxe5 23. Be4 Bf5 24. Re1 Qxb2 25. Rh2 h5 26. Rxh5 gxh5 27. Qg5+ Qg7 28. Qxg7+ Kxg7 29. Kg2 Bg6 30. Re3 Re5 31. Rg3 Rae8 32. Bxg6 fxg6 33. Nf3 Re2+ 34. Kh3 R2e3 35. Kh4 Rf8 36. Nd4 Re4+ 37. Kh3 Rxd4 38. a4 Rxa4 39. Rg2 Rf5 40. Kh2 Ra5 41. Kh1 Raxc5 42. Kh2 Rcd5 43. Re2 Rd8 44. Re7+ Rf7 45. Re1 Rdf8 46. Kg1 b6 47. Rc1 c5 48. Ra1 Rf1+ 49. Kg2 Rxa1 50. Kg3 Ra4 51. Kg2 Rd8 52. Kf2 Rdd4 53. Ke2 Ra3 54. Ke1 Ra2 55. Kf1",1.0,expert level knowledge,"[""Commonsense Understanding"", ""Logical Correctness"", ""Logical Efficiency""]","[""Culture""]",high,hard,,,,,,,,,,,,
